num_if,num_else,num_switch,num_loof,num_break,num_Priority,num_binSearch,num_minMax,num_sort,num_hash_map,num_hash_set,num_recursive,num_nasted_loop,num_vari,num_method,num_state,complexity,complexity_class,efficiency,filename
5,0,0,0,0,0,0,0,0,0,0,2,0,3,4,12,n,linear,efficient,418.java
4,0,0,0,0,0,0,0,0,0,0,2,0,2,3,11,n,linear,efficient,419.java
10,0,0,2,0,0,0,0,0,0,0,0,0,8,2,22,n,linear,efficient,420.java
4,0,0,0,0,0,0,0,0,0,0,2,0,4,4,9,n,linear,efficient,422.java
4,0,0,1,0,0,0,0,0,0,0,2,0,4,5,13,n,linear,efficient,424.java
4,0,0,0,0,0,0,0,0,0,0,2,0,1,2,8,n,linear,efficient,425.java
6,0,0,1,0,0,0,0,0,0,0,0,0,4,2,14,n,linear,efficient,426.java
12,1,0,2,1,0,0,0,0,0,0,2,2,15,5,41,n,linear,efficient,428.java
3,0,0,0,0,0,0,0,0,0,0,2,0,3,2,6,n,linear,efficient,429.java
7,0,0,3,1,0,0,0,2,0,0,3,0,10,5,22,n,linear,efficient,43.java
3,1,0,2,1,0,0,0,0,0,0,0,0,5,3,13,n,linear,efficient,430.java
3,0,0,0,0,0,0,0,0,0,0,2,0,1,2,6,n,linear,efficient,431.java
3,1,0,0,0,0,0,0,0,0,0,2,0,2,2,10,n,linear,efficient,432.java
9,0,0,0,0,0,0,0,0,0,0,2,0,4,5,18,n,linear,efficient,433.java
4,0,0,1,0,0,0,0,0,0,0,2,0,4,3,10,n,linear,efficient,434.java
2,0,0,0,0,0,0,0,0,0,0,2,0,2,3,4,n,linear,efficient,435.java
5,0,0,2,1,0,0,0,0,0,0,0,0,6,3,12,n,linear,efficient,436.java
2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,n,linear,efficient,437.java
2,0,0,0,0,0,0,0,0,0,0,2,0,3,4,5,n,linear,efficient,438.java
3,0,0,2,0,0,0,0,0,0,0,2,0,8,7,12,n,linear,efficient,439.java
1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,n,linear,efficient,44.java
2,0,0,0,0,0,0,0,0,0,0,2,0,5,3,7,n,linear,efficient,440.java
2,0,0,0,0,0,0,0,0,0,0,2,0,2,4,7,n,linear,efficient,441.java
2,2,0,1,0,0,0,0,0,0,0,2,0,3,3,11,n,linear,efficient,442.java
5,0,0,1,0,0,0,0,0,0,0,0,0,6,2,12,n,linear,efficient,443.java
4,2,0,2,0,0,0,0,0,0,0,0,0,6,3,13,n,linear,efficient,445.java
4,1,0,0,0,0,0,0,0,0,0,2,0,2,5,12,n,linear,efficient,446.java
7,2,0,3,0,0,0,0,0,0,0,2,0,7,4,19,n,linear,efficient,447.java
3,1,0,1,0,0,0,0,0,0,0,0,0,3,2,12,n,linear,efficient,449.java
4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,10,n,linear,efficient,45.java
4,1,0,3,1,0,0,0,0,0,0,0,0,5,2,16,n,linear,efficient,451.java
6,1,0,0,0,0,0,0,0,0,0,2,0,4,5,20,n,linear,efficient,452.java
8,0,0,1,0,0,0,0,0,0,0,2,0,5,7,21,n,linear,efficient,453.java
6,2,0,4,0,0,0,4,0,0,0,0,0,10,5,19,n,linear,efficient,454.java
5,0,0,1,0,0,0,0,0,0,0,2,0,7,6,12,n,linear,efficient,455.java
4,1,0,0,0,0,0,0,0,0,0,2,0,2,7,11,n,linear,efficient,456.java
3,0,0,4,0,0,0,0,0,0,0,1,0,9,3,11,n,linear,efficient,461.java
4,0,0,2,0,0,0,0,0,0,0,0,0,9,2,10,n,linear,efficient,462.java
7,0,0,1,0,0,0,1,0,0,0,0,0,7,2,17,n,linear,efficient,469.java
6,0,0,1,0,0,0,1,0,0,0,0,0,6,2,19,n,linear,efficient,470.java
0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,n,linear,efficient,479.java
1,1,0,1,0,0,0,1,0,0,0,0,0,5,2,6,n,linear,efficient,481.java
5,0,0,4,0,0,0,0,0,0,0,0,0,12,2,12,n,linear,efficient,494.java
1,1,0,2,0,0,0,0,0,0,0,0,0,7,3,6,n,linear,efficient,496.java
1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,n,linear,efficient,500.java
2,0,0,2,0,0,0,0,0,0,0,0,0,3,2,4,n,linear,efficient,506.java
3,1,0,2,0,0,0,0,0,0,0,0,0,4,2,12,n,linear,efficient,507.java
5,0,0,3,0,1,0,0,0,0,0,0,0,9,3,13,n,linear,efficient,508.java
1,0,0,2,0,0,0,0,0,0,0,0,2,4,2,6,n,linear,efficient,509.java
4,0,0,0,0,0,0,0,0,0,0,1,0,2,2,8,n,linear,efficient,515.java
0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,n,linear,efficient,517.java
4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,9,n,linear,efficient,524.java
4,0,0,1,0,0,0,0,0,0,0,0,0,5,2,10,n,linear,efficient,526.java
1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,n,linear,efficient,528.java
2,0,0,2,0,0,0,0,0,0,0,0,0,4,2,6,n,linear,efficient,531.java
2,0,0,4,0,0,0,0,0,0,0,0,0,5,2,8,n,linear,efficient,532.java
1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,5,n,linear,efficient,533.java
1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,n,linear,efficient,535.java
2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,7,n,linear,efficient,537.java
4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,9,n,linear,efficient,54.java
2,0,0,1,0,0,0,0,0,0,1,0,0,4,2,4,n,linear,efficient,541.java
3,0,0,1,0,0,0,0,0,0,0,0,0,5,2,6,n,linear,efficient,542.java
2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,5,n,linear,efficient,544.java
2,0,0,1,0,0,0,0,0,0,0,0,0,9,2,5,n,linear,efficient,545.java
4,0,0,2,1,0,0,0,0,0,0,0,0,6,2,10,n,linear,efficient,547.java
3,1,0,1,0,0,0,0,0,0,0,0,0,2,2,9,n,linear,efficient,549.java
4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,9,n,linear,efficient,55.java
3,0,0,2,0,0,0,0,0,0,0,0,2,5,1,9,n,linear,efficient,551.java
3,0,0,1,0,0,0,0,0,0,0,0,0,6,1,6,n,linear,efficient,552.java
2,0,0,1,0,0,0,1,0,0,0,0,0,3,1,4,n,linear,efficient,553.java
2,0,0,2,0,0,0,0,0,0,0,0,0,5,1,8,n,linear,efficient,554.java
0,0,0,3,0,0,0,4,0,0,0,0,0,7,1,6,n,linear,efficient,555.java
1,0,0,2,0,0,0,1,0,0,0,0,0,6,1,5,n,linear,efficient,557.java
2,1,0,1,0,0,0,0,0,0,0,0,0,5,1,7,n,linear,efficient,558.java
1,0,0,1,0,0,0,2,0,0,0,0,0,5,2,4,n,linear,efficient,559.java
7,3,0,2,0,0,0,0,0,0,0,0,0,14,1,19,n,linear,efficient,563.java
2,1,0,4,0,0,0,0,0,0,0,0,0,10,1,13,n,linear,efficient,568.java
1,0,0,2,0,0,0,0,0,0,0,0,0,5,1,5,n,linear,efficient,569.java
0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,3,n,linear,efficient,57.java
2,1,0,3,0,0,0,0,0,0,0,0,0,8,1,11,n,linear,efficient,570.java
2,0,0,3,0,0,0,0,0,0,0,0,0,10,1,12,n,linear,efficient,571.java
16,0,0,11,1,0,0,0,0,0,0,1,0,28,11,65,n,linear,efficient,574.java
4,0,0,5,0,0,0,0,0,0,0,0,3,14,1,11,n,linear,efficient,578.java
3,0,0,2,1,0,0,0,0,0,0,0,0,6,6,12,n,linear,efficient,580.java
3,0,0,1,1,0,0,0,1,0,0,0,0,12,1,7,n,linear,efficient,582.java
1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,3,n,linear,efficient,588.java
2,1,0,3,0,0,0,0,0,0,0,0,0,9,2,12,n,linear,efficient,589.java
1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,n,linear,efficient,59.java
1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,3,n,linear,efficient,590.java
0,0,0,2,0,0,0,0,0,0,0,0,2,5,1,2,n,linear,efficient,591.java
3,2,0,3,0,0,0,0,0,0,2,0,0,11,1,17,n,linear,efficient,593.java
7,3,0,4,0,0,0,0,0,1,0,1,0,11,5,26,n,linear,efficient,594.java
10,2,0,11,3,0,0,0,0,0,0,0,0,24,10,53,n,linear,efficient,599.java
1,0,0,2,0,0,0,0,0,0,0,0,0,5,2,6,n,linear,efficient,6.java
3,0,0,2,1,0,0,0,0,0,0,1,0,5,9,16,n,linear,efficient,603.java
0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,n,linear,efficient,604.java
7,0,0,2,4,0,0,0,0,0,0,0,0,5,1,17,n,linear,efficient,617.java
12,2,0,1,0,0,0,0,0,0,0,0,0,12,3,28,n,linear,efficient,618.java
1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,n,linear,efficient,62.java
9,2,0,6,5,0,0,0,0,0,0,0,0,12,1,29,n,linear,efficient,621.java
1,1,0,6,0,0,0,0,0,0,0,0,2,16,1,15,n,linear,efficient,622.java
2,1,0,2,0,0,0,0,0,0,0,0,0,10,2,8,n,linear,efficient,632.java
1,0,0,2,0,0,0,0,0,0,0,0,0,11,1,6,n,linear,efficient,633.java
8,1,0,4,0,0,1,2,1,0,0,0,0,11,6,30,n,linear,efficient,636.java
6,0,0,3,0,0,0,0,1,0,0,0,0,7,1,18,n,linear,efficient,637.java
10,1,0,4,0,0,0,0,1,0,0,1,0,12,3,34,n,linear,efficient,638.java
7,0,0,4,0,0,0,0,1,0,1,0,0,15,1,16,n,linear,efficient,639.java
1,0,0,2,0,0,0,0,0,0,0,0,0,5,3,9,n,linear,efficient,64.java
11,0,0,8,0,0,0,0,0,0,0,0,0,9,7,40,n,linear,efficient,640.java
4,0,0,6,0,0,0,5,0,0,0,1,0,21,8,22,n,linear,efficient,641.java
9,0,0,6,0,0,0,0,0,0,0,1,0,20,8,44,n,linear,efficient,642.java
1,0,0,2,0,0,0,0,0,0,0,0,0,6,4,5,n,linear,efficient,65.java
4,2,0,2,0,0,0,1,0,0,0,0,0,11,1,14,n,linear,efficient,650.java
0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,2,n,linear,efficient,653.java
13,5,0,11,0,0,0,0,0,0,0,1,0,17,7,65,n,linear,efficient,654.java
2,0,0,2,0,0,0,0,0,0,0,0,0,10,1,6,n,linear,efficient,657.java
1,0,0,2,0,0,0,0,0,0,0,0,0,4,3,8,n,linear,efficient,658.java
2,0,0,1,0,0,0,0,0,0,0,0,0,8,1,5,n,linear,efficient,659.java
2,0,0,3,0,0,0,2,0,0,0,0,0,9,2,8,n,linear,efficient,66.java
1,1,0,1,1,0,0,1,0,0,0,0,0,5,1,4,n,linear,efficient,660.java
3,0,0,1,0,0,0,1,0,0,0,0,0,7,1,6,n,linear,efficient,662.java
1,0,0,3,0,0,0,0,0,0,0,0,0,8,1,8,n,linear,efficient,665.java
4,1,0,4,0,0,0,1,0,0,0,0,0,15,4,22,n,linear,efficient,667.java
9,0,0,2,0,0,0,0,0,0,0,0,2,8,1,17,n,linear,efficient,668.java
7,1,0,6,0,0,0,0,0,0,0,1,0,18,8,39,n,linear,efficient,669.java
2,0,0,2,0,0,0,0,0,0,0,0,0,6,2,7,n,linear,efficient,67.java
2,0,0,4,2,0,0,0,0,0,0,0,0,12,1,14,n,linear,efficient,670.java
3,0,0,4,0,0,0,0,0,0,0,0,2,5,1,14,n,linear,efficient,671.java
2,1,0,1,0,0,0,0,0,0,0,0,0,7,1,6,n,linear,efficient,672.java
0,0,0,3,0,0,0,0,0,0,0,0,0,10,1,5,n,linear,efficient,675.java
2,0,0,3,0,0,0,0,0,0,0,0,0,10,1,12,n,linear,efficient,676.java
16,0,0,11,1,0,0,0,0,0,0,1,0,28,11,65,n,linear,efficient,679.java
4,0,0,5,0,0,0,0,0,0,0,0,3,14,1,11,n,linear,efficient,683.java
3,0,0,2,1,0,0,0,0,0,0,0,0,6,6,12,n,linear,efficient,685.java
3,0,0,1,1,0,0,0,1,0,0,0,0,12,1,7,n,linear,efficient,687.java
3,0,0,2,1,0,0,0,0,0,0,0,0,8,2,12,n,linear,efficient,69.java
1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,3,n,linear,efficient,693.java
2,1,0,3,0,0,0,0,0,0,0,0,0,9,2,12,n,linear,efficient,694.java
1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,3,n,linear,efficient,695.java
0,0,0,2,0,0,0,0,0,0,0,0,2,5,1,2,n,linear,efficient,696.java
3,2,0,3,0,0,0,0,0,0,2,0,0,11,1,17,n,linear,efficient,698.java
7,3,0,4,0,0,0,0,0,1,0,1,0,11,5,26,n,linear,efficient,699.java
10,2,0,11,3,0,0,0,0,0,0,0,0,24,10,53,n,linear,efficient,704.java
1,1,0,2,0,0,0,1,0,0,0,1,0,7,7,12,n,linear,efficient,708.java
0,0,0,6,0,0,0,0,0,0,0,0,2,13,8,14,n,linear,efficient,712.java
1,0,0,1,0,0,0,0,0,0,0,0,0,11,1,3,n,linear,efficient,713.java
0,0,0,3,0,0,0,1,0,0,0,0,2,6,1,3,n,linear,efficient,714.java
7,1,0,4,1,0,0,0,0,0,0,0,0,11,2,28,n,linear,efficient,717.java
2,1,0,2,1,0,0,0,0,0,0,0,0,8,1,10,n,linear,efficient,719.java
8,2,0,10,0,0,0,2,0,0,0,4,0,23,15,43,n,linear,efficient,721.java
2,0,0,6,0,0,0,1,0,0,0,0,4,12,1,14,n,linear,efficient,728.java
1,0,0,1,0,0,0,1,0,0,0,0,0,6,1,4,n,linear,efficient,735.java
4,0,0,6,0,0,0,7,0,0,0,1,0,19,9,27,n,linear,efficient,736.java
6,1,0,6,0,0,0,0,0,0,0,1,0,16,8,26,n,linear,efficient,738.java
25,3,0,5,0,0,0,0,0,0,0,1,0,21,4,68,n,linear,efficient,742.java
13,1,0,7,1,0,0,1,0,0,0,1,0,17,13,44,n,linear,efficient,746.java
9,3,0,12,1,0,0,0,0,0,0,0,0,20,7,46,n,linear,efficient,747.java
2,1,0,1,0,0,0,0,0,0,0,0,0,7,1,7,n,linear,efficient,750.java
16,0,0,27,1,0,0,0,0,0,0,1,2,39,28,74,n,linear,efficient,752.java
0,0,0,2,0,0,0,1,0,0,0,0,0,8,1,2,n,linear,efficient,753.java
3,2,0,4,0,0,0,0,0,0,0,0,0,9,1,11,n,linear,efficient,754.java
12,0,0,8,0,0,0,0,0,0,0,1,0,23,12,53,n,linear,efficient,756.java
2,1,0,2,1,0,0,1,0,0,0,0,0,9,1,9,n,linear,efficient,758.java
4,0,0,3,0,0,0,0,0,0,0,0,0,12,2,10,n,linear,efficient,76.java
2,0,0,7,0,0,0,0,0,0,0,1,2,11,4,19,n,linear,efficient,761.java
1,0,0,2,0,0,0,0,0,0,0,0,0,12,1,4,n,linear,efficient,763.java
3,0,0,3,3,0,0,0,0,0,0,1,0,2,6,20,n,linear,efficient,765.java
7,2,0,7,0,0,0,0,0,0,0,1,0,22,7,40,n,linear,efficient,770.java
1,0,0,1,0,0,0,0,0,0,0,0,0,5,4,7,n,linear,efficient,771.java
17,1,0,10,0,0,0,0,0,0,0,1,2,41,9,70,n,linear,efficient,772.java
0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,2,n,linear,efficient,773.java
2,0,0,1,1,0,0,0,0,0,0,0,0,5,1,7,n,linear,efficient,776.java
2,0,0,4,1,0,0,0,0,0,0,0,2,13,2,13,n,linear,efficient,777.java
2,0,0,2,0,0,0,0,0,0,0,0,0,8,2,8,n,linear,efficient,78.java
3,1,0,5,0,0,0,1,0,0,0,0,2,14,1,15,n,linear,efficient,785.java
8,1,0,4,0,0,0,2,0,0,0,0,0,11,4,25,n,linear,efficient,786.java
1,0,0,3,0,0,0,0,0,0,0,0,0,8,4,11,n,linear,efficient,789.java
2,0,0,2,0,0,0,0,0,0,0,0,0,7,2,8,n,linear,efficient,79.java
0,0,0,2,0,0,0,0,0,0,0,0,0,7,1,3,n,linear,efficient,793.java
6,0,0,12,0,0,0,1,0,0,0,1,2,26,8,39,n,linear,efficient,795.java
0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,n,linear,efficient,796.java
0,0,1,3,3,0,0,3,0,0,0,0,0,8,5,15,n,linear,efficient,798.java
0,0,0,7,0,0,0,0,0,0,0,0,2,13,8,15,n,linear,efficient,799.java
0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,n,linear,efficient,8.java
2,1,0,1,0,0,0,0,0,0,0,0,0,3,2,8,n,linear,efficient,80.java
4,0,0,3,0,0,0,0,0,0,0,1,0,9,9,25,n,linear,efficient,800.java
5,0,0,4,1,0,0,1,0,0,0,1,2,10,12,25,n,linear,efficient,801.java
1,1,0,4,0,0,0,0,0,0,0,0,0,13,1,9,n,linear,efficient,803.java
2,0,0,2,1,0,0,0,0,0,0,0,0,6,1,8,n,linear,efficient,806.java
0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,2,n,linear,efficient,81.java
2,1,0,3,0,0,0,0,0,0,0,0,0,9,1,12,n,linear,efficient,814.java
3,0,0,17,0,0,0,0,0,0,0,0,12,34,2,29,n,linear,efficient,820.java
1,0,0,1,1,0,0,0,0,0,0,0,0,6,1,4,n,linear,efficient,824.java
0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,n,linear,efficient,825.java
4,2,0,5,1,0,0,0,0,0,0,0,0,12,1,22,n,linear,efficient,827.java
2,0,0,3,0,0,0,2,0,0,0,0,0,4,5,11,n,linear,efficient,828.java
0,0,0,1,0,0,0,2,0,0,0,0,0,6,1,1,n,linear,efficient,829.java
2,0,0,3,0,0,0,0,0,0,0,0,0,8,1,11,n,linear,efficient,836.java
2,1,0,6,0,0,0,2,0,0,0,0,0,10,2,15,n,linear,efficient,837.java
10,2,0,8,0,0,0,1,0,0,0,0,2,23,3,40,n,linear,efficient,841.java
0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,n,linear,efficient,846.java
7,3,0,2,1,0,0,0,0,0,0,0,0,10,1,21,n,linear,efficient,848.java
3,1,0,2,0,0,0,0,0,0,0,0,0,8,2,9,n,linear,efficient,85.java
2,0,0,3,0,0,0,0,0,0,0,0,0,9,1,7,n,linear,efficient,851.java
1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,4,n,linear,efficient,854.java
5,0,0,2,0,0,0,0,0,0,0,0,0,9,1,11,n,linear,efficient,856.java
2,0,0,3,0,0,0,0,0,1,0,0,2,15,1,8,n,linear,efficient,857.java
3,1,0,4,0,0,0,0,0,0,0,1,0,11,24,27,n,linear,efficient,860.java
3,0,0,4,0,0,0,0,0,0,0,1,0,8,6,17,n,linear,efficient,861.java
2,1,0,6,0,0,0,1,0,0,0,0,0,13,6,24,n,linear,efficient,864.java
1,0,0,7,0,0,0,0,0,0,0,0,2,13,8,18,n,linear,efficient,867.java
1,0,0,1,0,0,0,0,0,0,0,0,0,10,1,4,n,linear,efficient,869.java
4,0,0,5,2,0,0,0,0,0,0,0,2,13,1,20,n,linear,efficient,874.java
2,0,0,1,0,0,0,0,0,0,0,3,0,10,3,6,n,linear,efficient,875.java
1,0,0,1,0,0,0,0,0,2,0,1,0,14,6,10,n,linear,efficient,880.java
2,1,0,2,0,0,0,0,0,0,0,0,0,10,1,9,n,linear,efficient,881.java
2,1,0,2,0,0,0,0,0,1,0,0,0,9,1,9,n,linear,efficient,883.java
1,1,0,3,0,0,0,0,0,0,0,0,0,12,1,9,n,linear,efficient,886.java
2,1,0,1,0,0,0,0,0,0,0,0,0,6,2,8,n,linear,efficient,887.java
2,1,0,3,0,0,0,0,0,0,0,0,0,10,4,10,n,linear,efficient,89.java
4,0,0,2,0,0,0,0,0,0,0,0,0,9,2,11,n,linear,efficient,890.java
3,3,0,1,0,0,0,0,0,0,0,0,0,5,1,11,n,linear,efficient,892.java
3,2,0,8,0,0,0,0,0,0,0,0,2,12,1,21,n,linear,efficient,893.java
4,0,0,2,1,0,0,0,0,0,1,0,0,7,2,12,n,linear,efficient,896.java
11,3,0,6,0,0,0,0,0,0,0,1,0,17,24,49,n,linear,efficient,898.java
0,0,0,2,0,0,0,0,0,0,0,0,0,5,4,3,n,linear,efficient,9.java
0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,3,n,linear,efficient,90.java
7,2,0,0,0,0,0,0,0,0,0,0,0,4,1,23,n,linear,efficient,900.java
10,0,0,6,0,0,0,0,0,0,0,1,0,18,10,43,n,linear,efficient,902.java
3,1,0,3,0,0,0,0,1,0,0,0,2,4,2,15,n,linear,efficient,91.java
3,1,0,2,0,0,0,0,0,0,0,0,0,7,8,21,n,linear,efficient,913.java
18,3,0,9,2,0,0,0,0,0,0,1,0,19,15,72,n,linear,efficient,916.java
40,5,0,29,5,0,0,2,0,0,0,2,3,64,27,161,n,linear,efficient,917.java
1,0,0,1,0,0,0,1,0,0,0,0,0,10,6,11,n,linear,efficient,918.java
7,1,0,5,0,0,0,0,0,1,1,0,2,13,8,38,n,linear,efficient,921.java
1,0,0,1,0,0,0,0,0,0,1,0,0,5,1,4,n,linear,efficient,926.java
1,0,0,7,0,0,0,0,0,0,1,0,2,14,8,15,n,linear,efficient,929.java
3,0,0,2,0,0,0,0,0,0,0,0,0,9,6,17,n,linear,efficient,935.java
2,0,0,2,0,0,0,0,0,0,0,0,0,6,2,10,n,linear,efficient,938.java
2,1,0,3,1,0,0,0,0,0,0,0,0,7,8,22,n,linear,efficient,939.java
4,0,0,3,0,0,0,0,0,0,0,0,2,10,2,13,n,linear,efficient,940.java
2,0,0,6,0,0,0,0,0,0,0,0,3,17,1,16,n,linear,efficient,941.java
3,0,0,5,0,0,0,0,0,1,0,1,0,11,6,19,n,linear,efficient,942.java
12,4,0,4,0,0,0,6,0,0,1,0,0,24,1,30,n,linear,efficient,944.java
1,0,0,2,0,0,0,0,0,0,0,0,0,9,2,7,n,linear,efficient,946.java
4,0,0,6,0,0,0,0,0,0,0,0,2,13,1,20,n,linear,efficient,947.java
26,1,0,19,3,0,0,0,1,2,0,1,0,43,22,103,n,linear,efficient,948.java
26,4,0,12,1,0,0,0,0,0,1,1,0,33,18,102,n,linear,efficient,951.java
15,0,0,7,3,0,0,0,0,0,0,2,0,24,9,60,n,linear,efficient,952.java
2,0,0,2,0,0,0,0,0,0,0,0,0,7,1,8,n,linear,efficient,963.java
0,0,0,3,0,0,0,2,0,0,0,0,0,10,2,7,n,linear,efficient,965.java
1,0,0,3,0,0,0,1,0,0,0,0,0,13,2,8,n,linear,efficient,968.java
0,0,0,4,0,0,0,0,0,0,0,0,2,12,1,7,n,linear,efficient,969.java
2,1,0,3,0,0,0,0,0,0,0,0,0,5,2,8,n,linear,efficient,97.java
1,0,0,3,0,0,0,0,0,0,0,0,0,7,2,9,n,linear,efficient,970.java
0,0,0,4,0,0,0,0,0,0,0,0,2,11,1,8,n,linear,efficient,971.java
1,1,0,4,0,0,0,0,0,0,0,0,0,10,8,21,n,linear,efficient,972.java
7,1,0,3,0,0,0,0,0,0,0,0,0,12,2,17,n,linear,efficient,973.java
21,0,0,21,0,0,0,0,1,0,0,1,2,41,25,96,n,linear,efficient,974.java
3,2,0,3,0,0,0,0,0,0,0,0,0,6,6,20,n,linear,efficient,976.java
3,2,0,2,0,0,0,1,0,0,0,0,0,8,1,12,n,linear,efficient,977.java
3,2,0,2,0,0,0,1,0,0,0,0,0,10,1,11,n,linear,efficient,978.java
3,2,0,2,0,0,0,1,0,0,0,0,0,10,1,11,n,linear,efficient,979.java
3,0,0,2,0,0,0,0,0,0,0,0,0,8,2,10,n,linear,efficient,98.java
3,1,0,2,0,0,0,1,0,0,0,0,0,8,1,9,n,linear,efficient,981.java
10,0,0,11,0,0,0,2,0,0,0,1,2,29,18,60,n,linear,efficient,994.java
17,0,0,13,0,0,0,1,0,0,0,1,3,36,21,86,n,linear,efficient,997.java
0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,n,linear,efficient,998.java
0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,n,linear,efficient,999.java
0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,n,linear,efficient,114.java
2,0,0,1,0,0,0,0,0,1,0,0,0,4,2,7,n,linear,efficient,130.java
3,0,0,1,0,0,0,0,0,0,0,0,0,5,2,8,n,linear,efficient,137.java
3,1,0,2,0,0,0,0,0,0,0,1,0,8,5,13,n,linear,efficient,160.java
1,0,0,2,0,0,0,0,0,0,0,0,0,8,3,8,n,linear,efficient,20.java
0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,3,n,linear,efficient,259.java
1,0,0,2,0,0,0,0,0,0,0,0,0,4,3,8,n,linear,efficient,291.java
1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,n,linear,efficient,297.java
1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,6,n,linear,efficient,301.java
0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,n,linear,efficient,312.java
0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,6,n,linear,efficient,34.java
3,0,0,2,0,0,0,0,0,0,0,0,0,6,2,7,n,linear,efficient,49.java
3,0,0,3,0,0,0,0,0,0,0,0,0,6,2,11,n,linear,efficient,77.java
2,1,0,1,0,0,0,0,0,0,0,0,0,5,2,5,n,linear,efficient,99.java
0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,3,n_square,quadratic,inefficient,1.java
2,0,0,4,0,0,0,0,0,0,0,1,2,9,10,21,n_square,quadratic,inefficient,1014.java
7,0,0,13,0,0,0,0,0,0,1,1,8,26,12,51,n_square,quadratic,inefficient,1015.java
2,0,0,3,0,0,0,0,0,0,0,0,2,12,1,10,n_square,quadratic,inefficient,1016.java
2,0,0,3,0,0,0,0,0,0,0,0,2,5,6,16,n_square,quadratic,inefficient,1017.java
2,0,0,4,0,0,0,0,0,0,0,0,0,3,6,17,n_square,quadratic,inefficient,1018.java
1,0,0,3,0,0,0,0,1,0,0,0,3,6,2,7,n_square,quadratic,inefficient,102.java
0,0,0,5,0,0,0,2,0,0,0,0,2,14,1,7,n_square,quadratic,inefficient,1035.java
3,1,0,4,0,0,0,3,0,0,0,0,2,12,3,17,n_square,quadratic,inefficient,1036.java
1,0,0,6,0,0,0,3,0,0,0,0,2,12,7,21,n_square,quadratic,inefficient,1037.java
31,10,0,21,0,0,0,3,0,0,0,1,2,61,27,144,n_square,quadratic,inefficient,1038.java
1,0,0,2,0,0,0,0,0,0,0,0,2,6,2,5,n_square,quadratic,inefficient,104.java
1,0,0,2,0,0,0,0,0,0,0,0,2,2,2,5,n_square,quadratic,inefficient,107.java
3,1,0,2,0,0,0,2,0,0,0,0,0,8,4,13,n_square,quadratic,inefficient,115.java
1,0,0,3,0,0,0,1,0,0,0,0,3,8,2,6,n_square,quadratic,inefficient,117.java
1,0,0,3,0,0,0,0,0,0,0,0,3,5,2,7,n_square,quadratic,inefficient,120.java
2,0,0,2,1,0,0,0,0,0,0,0,2,5,2,7,n_square,quadratic,inefficient,122.java
3,0,0,2,0,0,0,0,0,0,0,0,2,7,2,8,n_square,quadratic,inefficient,128.java
2,0,0,2,1,0,0,0,0,0,0,0,2,6,2,10,n_square,quadratic,inefficient,133.java
4,0,0,3,0,0,0,0,0,0,0,2,2,12,4,16,n_square,quadratic,inefficient,140.java
2,1,0,2,0,0,0,0,0,0,1,0,2,7,2,9,n_square,quadratic,inefficient,143.java
2,0,0,5,0,0,0,0,0,0,0,0,0,4,2,14,n_square,quadratic,inefficient,147.java
6,0,0,5,4,0,0,0,0,0,0,0,0,4,2,22,n_square,quadratic,inefficient,148.java
